maneuver_id,time_since_start,drone_name,velocity_magnitude
20260129_010825,2.7340,crazyflie7,0.3342
20260129_010825,2.7342,crazyflie8,0.3362
20260129_010825,2.7408,crazyflie,0.5000
20260129_010825,2.7410,crazyflie2,0.5076
20260129_010825,2.7411,crazyflie3,0.5569
20260129_010825,2.7416,crazyflie10,0.3320
20260129_010825,2.7431,crazyflie9,0.3333
20260129_010825,2.7455,crazyflie4,0.3609
20260129_010825,2.7503,crazyflie6,0.3328
20260129_010825,2.7557,crazyflie5,0.3322
20260129_010825,2.7559,crazyflie7,0.3341
20260129_010825,2.7560,crazyflie8,0.3361
20260129_010825,2.7637,crazyflie,0.5000
20260129_010825,2.7639,crazyflie3,0.5568
20260129_010825,2.7641,crazyflie10,0.3319
20260129_010825,2.7646,crazyflie2,0.5075
20260129_010825,2.7654,crazyflie9,0.3333
20260129_010825,2.7675,crazyflie4,0.3608
20260129_010825,2.7720,crazyflie6,0.3328
20260129_010825,2.7772,crazyflie5,0.3322
20260129_010825,2.7774,crazyflie7,0.3341
20260129_010825,2.7776,crazyflie8,0.3361
20260129_010825,2.7848,crazyflie,0.5000
20260129_010825,2.7850,crazyflie10,0.3318
20260129_010825,2.7854,crazyflie2,0.5075
20260129_010825,2.7858,crazyflie3,0.5569
20260129_010825,2.7870,crazyflie9,0.3332
20260129_010825,2.7898,crazyflie4,0.3608
20260129_010825,2.7934,crazyflie6,0.3328
20260129_010825,2.7987,crazyflie5,0.3321
20260129_010825,2.7988,crazyflie7,0.3341
20260129_010825,2.7989,crazyflie8,0.3361
20260129_010825,2.8066,crazyflie,0.5000
20260129_010825,2.8069,crazyflie2,0.5074
20260129_010825,2.8071,crazyflie10,0.3318
20260129_010825,2.8077,crazyflie3,0.5569
20260129_010825,2.8084,crazyflie9,0.3331
20260129_010825,2.8107,crazyflie4,0.3607
20260129_010825,2.8157,crazyflie6,0.3327
20260129_010825,2.8205,crazyflie7,0.3340
20260129_010825,2.8209,crazyflie8,0.3360
20260129_010825,2.8214,crazyflie5,0.3320
20260129_010825,2.8282,crazyflie3,0.5567
20260129_010825,2.8285,crazyflie10,0.3318
20260129_010825,2.8289,crazyflie,0.5000
20260129_010825,2.8291,crazyflie2,0.5073
20260129_010825,2.8309,crazyflie9,0.3331
20260129_010825,2.8331,crazyflie4,0.3607
20260129_010825,2.8376,crazyflie6,0.3327
20260129_010825,2.8435,crazyflie5,0.3320
20260129_010825,2.8437,crazyflie7,0.3339
20260129_010825,2.8439,crazyflie8,0.3359
20260129_010825,2.8507,crazyflie2,0.5072
20260129_010825,2.8510,crazyflie3,0.5567
20260129_010825,2.8515,crazyflie,0.5000
20260129_010825,2.8516,crazyflie10,0.3317
20260129_010825,2.8532,crazyflie9,0.3330
20260129_010825,2.8557,crazyflie4,0.3606
20260129_010825,2.8595,crazyflie6,0.3326
20260129_010825,2.8658,crazyflie7,0.3339
20260129_010825,2.8659,crazyflie8,0.3359
20260129_010825,2.8664,crazyflie5,0.3320
20260129_010825,2.8729,crazyflie2,0.5072
20260129_010825,2.8732,crazyflie3,0.5567
20260129_010825,2.8736,crazyflie,0.5000
20260129_010825,2.8737,crazyflie10,0.3316
20260129_010825,2.8750,crazyflie9,0.3330
20260129_010825,2.8770,crazyflie4,0.3606
20260129_010825,2.8815,crazyflie6,0.3326
20260129_010825,2.8884,crazyflie5,0.3320
20260129_010825,2.8887,crazyflie7,0.3339
20260129_010825,2.8889,crazyflie8,0.3358
20260129_010825,2.8956,crazyflie,0.5000
20260129_010825,2.8958,crazyflie2,0.5073
20260129_010825,2.8959,crazyflie10,0.3316
20260129_010825,2.8963,crazyflie3,0.5568
20260129_010825,2.8978,crazyflie9,0.3329
20260129_010825,2.8997,crazyflie4,0.3606
20260129_010825,2.9055,crazyflie6,0.3326
20260129_010825,2.9106,crazyflie5,0.3319
20260129_010825,2.9107,crazyflie7,0.3338
20260129_010825,2.9108,crazyflie8,0.3358
20260129_010825,2.9184,crazyflie,0.5000
20260129_010825,2.9185,crazyflie2,0.5072
20260129_010825,2.9186,crazyflie3,0.5568
20260129_010825,2.9187,crazyflie10,0.3315
20260129_010825,2.9205,crazyflie9,0.3328
20260129_010825,2.9223,crazyflie4,0.3605
20260129_010825,2.9272,crazyflie6,0.3325
20260129_010825,2.9325,crazyflie5,0.3318
20260129_010825,2.9327,crazyflie7,0.3337
20260129_010825,2.9329,crazyflie8,0.3357
20260129_010825,2.9400,crazyflie,0.5000
20260129_010825,2.9402,crazyflie2,0.5071
20260129_010825,2.9405,crazyflie10,0.3315
20260129_010825,2.9408,crazyflie3,0.5567
20260129_010825,2.9418,crazyflie9,0.3327
20260129_010825,2.9448,crazyflie4,0.3604
20260129_010825,2.9484,crazyflie6,0.3324
20260129_010825,2.9542,crazyflie5,0.3318
20260129_010825,2.9545,crazyflie7,0.3337
20260129_010825,2.9547,crazyflie8,0.3356
20260129_010825,2.9615,crazyflie2,0.5070
20260129_010825,2.9617,crazyflie3,0.5567
20260129_010825,2.9618,crazyflie10,0.3314
20260129_010825,2.9622,crazyflie,0.5000
20260129_010825,2.9635,crazyflie9,0.3327
20260129_010825,2.9653,crazyflie4,0.3604
20260129_010825,2.9700,crazyflie6,0.3324
20260129_010825,2.9750,crazyflie5,0.3318
20260129_010825,2.9755,crazyflie7,0.3336
20260129_010825,2.9757,crazyflie8,0.3355
20260129_010825,2.9824,crazyflie,0.5000
20260129_010825,2.9826,crazyflie2,0.5070
20260129_010825,2.9828,crazyflie10,0.3313
20260129_010825,2.9834,crazyflie3,0.5567
20260129_010825,2.9843,crazyflie9,0.3326
20260129_010825,2.9873,crazyflie4,0.3603
20260129_010825,2.9909,crazyflie6,0.3324
20260129_010825,2.9971,crazyflie5,0.3317
20260129_010825,2.9974,crazyflie7,0.3336
20260129_010825,2.9976,crazyflie8,0.3355
20260129_010825,3.0048,crazyflie,0.5000
20260129_010825,3.0050,crazyflie2,0.5069
20260129_010825,3.0052,crazyflie3,0.5567
20260129_010825,3.0058,crazyflie10,0.3313
20260129_010825,3.0066,crazyflie9,0.3325
20260129_010825,3.0088,crazyflie4,0.3603
20260129_010825,3.0131,crazyflie6,0.3323
20260129_010825,3.0187,crazyflie5,0.3317
20260129_010825,3.0191,crazyflie7,0.3335
20260129_010825,3.0193,crazyflie8,0.3355
20260129_010825,3.0278,crazyflie,0.5000
20260129_010825,3.0280,crazyflie3,0.5565
20260129_010825,3.0282,crazyflie10,0.3313
20260129_010825,3.0287,crazyflie2,0.5068
20260129_010825,3.0307,crazyflie9,0.3325
20260129_010825,3.0326,crazyflie4,0.3602
20260129_010825,3.0371,crazyflie6,0.3322
20260129_010825,3.0419,crazyflie5,0.3316
20260129_010825,3.0421,crazyflie7,0.3335
20260129_010825,3.0425,crazyflie8,0.3354
20260129_010825,3.0498,crazyflie,0.5000
20260129_010825,3.0500,crazyflie2,0.5067
20260129_010825,3.0503,crazyflie3,0.5565
20260129_010825,3.0505,crazyflie10,0.3312
20260129_010825,3.0515,crazyflie9,0.3324
20260129_010825,3.0535,crazyflie4,0.3602
20260129_010825,3.0586,crazyflie6,0.3322
20260129_010825,3.0639,crazyflie5,0.3316
20260129_010825,3.0641,crazyflie7,0.3334
20260129_010825,3.0644,crazyflie8,0.3353
20260129_010825,3.0717,crazyflie2,0.5067
20260129_010825,3.0719,crazyflie3,0.5566
20260129_010825,3.0720,crazyflie10,0.3311
20260129_010825,3.0724,crazyflie,0.5003
20260129_010825,3.0734,crazyflie9,0.3324
20260129_010825,3.0755,crazyflie4,0.3602
20260129_010825,3.0799,crazyflie6,0.3322
20260129_010825,3.0854,crazyflie7,0.3334
20260129_010825,3.0860,crazyflie5,0.3316
20260129_010825,3.0861,crazyflie8,0.3353
20260129_010825,3.0928,crazyflie,0.5013
20260129_010825,3.0930,crazyflie3,0.5584
20260129_010825,3.0934,crazyflie2,0.5068
20260129_010825,3.0935,crazyflie10,0.3310
20260129_010825,3.0954,crazyflie9,0.3323
20260129_010825,3.0979,crazyflie4,0.3601
20260129_010825,3.1021,crazyflie6,0.3322
20260129_010825,3.1073,crazyflie8,0.3352
20260129_010825,3.1078,crazyflie5,0.3315
20260129_010825,3.1079,crazyflie7,0.3333
20260129_010825,3.1153,crazyflie,0.5023
20260129_010825,3.1156,crazyflie2,0.5067
20260129_010825,3.1157,crazyflie3,0.5602
20260129_010825,3.1158,crazyflie10,0.3310
20260129_010825,3.1166,crazyflie9,0.3322
20260129_010825,3.1187,crazyflie4,0.3600
20260129_010825,3.1240,crazyflie6,0.3321
20260129_010825,3.1289,crazyflie7,0.3333
20260129_010825,3.1295,crazyflie5,0.3315
20260129_010825,3.1297,crazyflie8,0.3351
20260129_010825,3.1362,crazyflie,0.5030
20260129_010825,3.1363,crazyflie2,0.5066
20260129_010825,3.1364,crazyflie3,0.5612
20260129_010825,3.1368,crazyflie10,0.3309
20260129_010825,3.1388,crazyflie9,0.3322
20260129_010825,3.1415,crazyflie4,0.3600
20260129_010825,3.1450,crazyflie6,0.3320
20260129_010825,3.1506,crazyflie5,0.3314
20260129_010825,3.1508,crazyflie8,0.3350
20260129_010825,3.1512,crazyflie7,0.3332
20260129_010825,3.1593,crazyflie,0.5032
20260129_010825,3.1596,crazyflie2,0.5066
20260129_010825,3.1597,crazyflie3,0.5615
20260129_010825,3.1603,crazyflie10,0.3309
20260129_010825,3.1610,crazyflie9,0.3321
20260129_010825,3.1629,crazyflie4,0.3599
20260129_010825,3.1677,crazyflie6,0.3320
20260129_010825,3.1731,crazyflie5,0.3314
20260129_010825,3.1733,crazyflie7,0.3332
20260129_010825,3.1734,crazyflie8,0.3350
20260129_010825,3.1813,crazyflie,0.5038
20260129_010825,3.1814,crazyflie2,0.5066
20260129_010825,3.1815,crazyflie3,0.5618
20260129_010825,3.1816,crazyflie10,0.3308
20260129_010825,3.1831,crazyflie9,0.3321
20260129_010825,3.1860,crazyflie4,0.3599
20260129_010825,3.1898,crazyflie6,0.3320
20260129_010825,3.1958,crazyflie5,0.3313
20260129_010825,3.1960,crazyflie8,0.3350
20260129_010825,3.1963,crazyflie7,0.3332
20260129_010825,3.2027,crazyflie,0.5043
20260129_010825,3.2036,crazyflie2,0.5066
20260129_010825,3.2039,crazyflie3,0.5625
20260129_010825,3.2040,crazyflie10,0.3308
20260129_010825,3.2052,crazyflie9,0.3320
20260129_010825,3.2071,crazyflie4,0.3598
20260129_010825,3.2120,crazyflie6,0.3319
20260129_010825,3.2171,crazyflie5,0.3313
20260129_010825,3.2172,crazyflie7,0.3331
20260129_010825,3.2174,crazyflie8,0.3349
20260129_010825,3.2247,crazyflie,0.5047
20260129_010825,3.2250,crazyflie2,0.5065
20260129_010825,3.2251,crazyflie3,0.5626
20260129_010825,3.2255,crazyflie10,0.3307
20260129_010825,3.2264,crazyflie9,0.3319
20260129_010825,3.2292,crazyflie4,0.3598
20260129_010825,3.2341,crazyflie6,0.3319
20260129_010825,3.2392,crazyflie5,0.3312
20260129_010825,3.2393,crazyflie7,0.3330
20260129_010825,3.2396,crazyflie8,0.3348
20260129_010825,3.2479,crazyflie,0.5047
20260129_010825,3.2482,crazyflie3,0.5625
20260129_010825,3.2484,crazyflie10,0.3307
20260129_010825,3.2489,crazyflie2,0.5064
20260129_010825,3.2494,crazyflie9,0.3318
20260129_010825,3.2517,crazyflie4,0.3597
20260129_010825,3.2560,crazyflie6,0.3318
20260129_010825,3.2612,crazyflie5,0.3312
20260129_010825,3.2614,crazyflie7,0.3330
20260129_010825,3.2615,crazyflie8,0.3347
20260129_010825,3.2690,crazyflie2,0.5063
20260129_010825,3.2691,crazyflie3,0.5618
20260129_010825,3.2692,crazyflie10,0.3306
20260129_010825,3.2696,crazyflie,0.5046
20260129_010825,3.2716,crazyflie9,0.3318
20260129_010825,3.2733,crazyflie4,0.3597
20260129_010825,3.2774,crazyflie6,0.3318
20260129_010825,3.2832,crazyflie5,0.3312
20260129_010825,3.2835,crazyflie7,0.3329
20260129_010825,3.2836,crazyflie8,0.3347
20260129_010825,3.2910,crazyflie2,0.5063
20260129_010825,3.2912,crazyflie3,0.5616
20260129_010825,3.2917,crazyflie,0.5046
20260129_010825,3.2918,crazyflie10,0.3305
20260129_010825,3.2927,crazyflie9,0.3317
20260129_010825,3.2950,crazyflie4,0.3597
20260129_010825,3.3004,crazyflie6,0.3318
20260129_010825,3.3057,crazyflie5,0.3311
20260129_010825,3.3059,crazyflie7,0.3329
20260129_010825,3.3061,crazyflie8,0.3347
20260129_010825,3.3137,crazyflie2,0.5061
20260129_010825,3.3140,crazyflie3,0.5615
20260129_010825,3.3141,crazyflie10,0.3305
20260129_010825,3.3146,crazyflie,0.5046
20260129_010825,3.3157,crazyflie9,0.3316
20260129_010825,3.3177,crazyflie4,0.3596
20260129_010825,3.3227,crazyflie6,0.3317
20260129_010825,3.3287,crazyflie5,0.3310
20260129_010825,3.3289,crazyflie7,0.3328
20260129_010825,3.3291,crazyflie8,0.3346
20260129_010825,3.3368,crazyflie,0.5044
20260129_010825,3.3370,crazyflie2,0.5060
20260129_010825,3.3371,crazyflie3,0.5612
20260129_010825,3.3373,crazyflie10,0.3304
20260129_010825,3.3387,crazyflie9,0.3316
20260129_010825,3.3405,crazyflie4,0.3595
20260129_010825,3.3452,crazyflie6,0.3316
20260129_010825,3.3502,crazyflie5,0.3310
20260129_010825,3.3505,crazyflie7,0.3327
20260129_010825,3.3507,crazyflie8,0.3345
20260129_010825,3.3574,crazyflie,0.5041
20260129_010825,3.3576,crazyflie3,0.5608
20260129_010825,3.3577,crazyflie10,0.3303
20260129_010825,3.3581,crazyflie2,0.5059
20260129_010825,3.3593,crazyflie9,0.3315
20260129_010825,3.3616,crazyflie4,0.3595
20260129_010825,3.3670,crazyflie6,0.3316
20260129_010825,3.3721,crazyflie5,0.3310
20260129_010825,3.3724,crazyflie7,0.3327
20260129_010825,3.3726,crazyflie8,0.3344
20260129_010825,3.3796,crazyflie,0.5039
20260129_010825,3.3798,crazyflie2,0.5060
20260129_010825,3.3799,crazyflie3,0.5604
20260129_010825,3.3800,crazyflie10,0.3303
20260129_010825,3.3812,crazyflie9,0.3315
20260129_010825,3.3836,crazyflie4,0.3595
20260129_010825,3.3881,crazyflie6,0.3316
20260129_010825,3.3929,crazyflie5,0.3309
20260129_010825,3.3931,crazyflie7,0.3327
20260129_010825,3.3932,crazyflie8,0.3344
20260129_010825,3.4009,crazyflie,0.5037
20260129_010825,3.4011,crazyflie2,0.5060
20260129_010825,3.4011,crazyflie3,0.5602
20260129_010825,3.4013,crazyflie10,0.3302
20260129_010825,3.4032,crazyflie9,0.3314
20260129_010825,3.4059,crazyflie4,0.3594
20260129_010825,3.4097,crazyflie6,0.3315
20260129_010825,3.4157,crazyflie5,0.3309
20260129_010825,3.4159,crazyflie8,0.3344
20260129_010825,3.4162,crazyflie7,0.3326
20260129_010825,3.4240,crazyflie,0.5035
20260129_010825,3.4242,crazyflie2,0.5060
20260129_010825,3.4244,crazyflie3,0.5600
20260129_010825,3.4245,crazyflie10,0.3302
20260129_010825,3.4263,crazyflie9,0.3313
20260129_010825,3.4282,crazyflie4,0.3593
20260129_010825,3.4330,crazyflie6,0.3315
20260129_010825,3.4386,crazyflie5,0.3308
20260129_010825,3.4387,crazyflie7,0.3325
20260129_010825,3.4388,crazyflie8,0.3343
20260129_010825,3.4456,crazyflie,0.5032
20260129_010825,3.4458,crazyflie3,0.5597
20260129_010825,3.4460,crazyflie10,0.3301
20260129_010825,3.4466,crazyflie2,0.5058
20260129_010825,3.4476,crazyflie9,0.3312
20260129_010825,3.4506,crazyflie4,0.3593
20260129_010825,3.4555,crazyflie6,0.3314
20260129_010825,3.4605,crazyflie5,0.3308
20260129_010825,3.4608,crazyflie7,0.3325
20260129_010825,3.4609,crazyflie8,0.3342
20260129_010825,3.4683,crazyflie2,0.5058
20260129_010825,3.4687,crazyflie,0.5030
20260129_010825,3.4688,crazyflie3,0.5593
20260129_010825,3.4689,crazyflie10,0.3300
20260129_010825,3.4704,crazyflie9,0.3312
20260129_010825,3.4724,crazyflie4,0.3593
20260129_010825,3.4766,crazyflie6,0.3314
20260129_010825,3.4818,crazyflie5,0.3308
20260129_010825,3.4821,crazyflie7,0.3325
20260129_010825,3.4824,crazyflie8,0.3341
20260129_010825,3.4903,crazyflie,0.5027
20260129_010825,3.4905,crazyflie2,0.5058
20260129_010825,3.4907,crazyflie3,0.5588
20260129_010825,3.4909,crazyflie10,0.3300
20260129_010825,3.4924,crazyflie9,0.3312
20260129_010825,3.4938,crazyflie4,0.3592
20260129_010825,3.4982,crazyflie6,0.3314
20260129_010825,3.5043,crazyflie5,0.3307
20260129_010825,3.5046,crazyflie7,0.3324
20260129_010825,3.5049,crazyflie8,0.3341
20260129_010825,3.5121,crazyflie,0.5025
20260129_010825,3.5123,crazyflie2,0.5057
20260129_010825,3.5125,crazyflie3,0.5582
20260129_010825,3.5127,crazyflie10,0.3299
20260129_010825,3.5136,crazyflie9,0.3310
20260129_010825,3.5156,crazyflie4,0.3591
20260129_010825,3.5205,crazyflie6,0.3313
20260129_010825,3.5257,crazyflie5,0.3307
20260129_010825,3.5259,crazyflie7,0.3323
20260129_010825,3.5260,crazyflie8,0.3340
20260129_010825,3.5327,crazyflie,0.5022
20260129_010825,3.5329,crazyflie2,0.5055
20260129_010825,3.5333,crazyflie3,0.5576
20260129_010825,3.5334,crazyflie10,0.3299
20260129_010825,3.5356,crazyflie9,0.3310
20260129_010825,3.5383,crazyflie4,0.3591
20260129_010825,3.5429,crazyflie6,0.3312
20260129_010825,3.5481,crazyflie5,0.3306
20260129_010825,3.5483,crazyflie7,0.3323
20260129_010825,3.5484,crazyflie8,0.3339
20260129_010825,3.5550,crazyflie2,0.5054
20260129_010825,3.5553,crazyflie3,0.5572
20260129_010825,3.5559,crazyflie,0.5020
20260129_010825,3.5560,crazyflie10,0.3298
20260129_010825,3.5569,crazyflie9,0.3309
20260129_010825,3.5593,crazyflie4,0.3590
20260129_010825,3.5634,crazyflie6,0.3312
20260129_010825,3.5692,crazyflie5,0.3306
20260129_010825,3.5694,crazyflie7,0.3323
20260129_010825,3.5696,crazyflie8,0.3339
20260129_010825,3.5774,crazyflie3,0.5571
20260129_010825,3.5777,crazyflie10,0.3297
20260129_010825,3.5780,crazyflie,0.5019
20260129_010825,3.5781,crazyflie2,0.5055
20260129_010825,3.5791,crazyflie9,0.3309
20260129_010825,3.5811,crazyflie4,0.3590
20260129_010825,3.5854,crazyflie6,0.3312
20260129_010825,3.5906,crazyflie5,0.3306
20260129_010825,3.5907,crazyflie7,0.3322
20260129_010825,3.5908,crazyflie8,0.3338
20260129_010825,3.5976,crazyflie,0.5021
20260129_010825,3.5978,crazyflie2,0.5056
20260129_010825,3.5979,crazyflie3,0.5574
20260129_010825,3.5981,crazyflie10,0.3297
20260129_010825,3.5996,crazyflie9,0.3308
20260129_010825,3.6023,crazyflie4,0.3589
20260129_010825,3.6065,crazyflie6,0.3311
20260129_010825,3.6118,crazyflie5,0.3305
20260129_010825,3.6121,crazyflie7,0.3322
20260129_010825,3.6122,crazyflie8,0.3338
20260129_010825,3.6194,crazyflie,0.5021
20260129_010825,3.6196,crazyflie2,0.5055
20260129_010825,3.6198,crazyflie3,0.5576
20260129_010825,3.6200,crazyflie10,0.3297
20260129_010825,3.6215,crazyflie9,0.3307
20260129_010825,3.6237,crazyflie4,0.3589
20260129_010825,3.6285,crazyflie6,0.3311
20260129_010825,3.6338,crazyflie5,0.3305
20260129_010825,3.6340,crazyflie7,0.3321
20260129_010825,3.6342,crazyflie8,0.3337
20260129_010825,3.6423,crazyflie3,0.5576
20260129_010825,3.6425,crazyflie10,0.3296
20260129_010825,3.6434,crazyflie,0.5021
20260129_010825,3.6436,crazyflie2,0.5054
20260129_010825,3.6447,crazyflie9,0.3306
20260129_010825,3.6469,crazyflie4,0.3588
20260129_010825,3.6512,crazyflie6,0.3310
20260129_010825,3.6563,crazyflie7,0.3321
20260129_010825,3.6565,crazyflie8,0.3336
20260129_010825,3.6568,crazyflie5,0.3304
20260129_010825,3.6641,crazyflie,0.5020
20260129_010825,3.6645,crazyflie2,0.5052
20260129_010825,3.6646,crazyflie10,0.3295
20260129_010825,3.6650,crazyflie3,0.5575
20260129_010825,3.6662,crazyflie9,0.3306
20260129_010825,3.6686,crazyflie4,0.3588
20260129_010825,3.6724,crazyflie6,0.3310
20260129_010825,3.6778,crazyflie5,0.3304
20260129_010825,3.6781,crazyflie7,0.3320
20260129_010825,3.6782,crazyflie8,0.3336
20260129_010825,3.6857,crazyflie,0.5021
20260129_010825,3.6859,crazyflie2,0.5045
20260129_010825,3.6861,crazyflie3,0.5578
20260129_010825,3.6863,crazyflie10,0.3295
20260129_010825,3.6877,crazyflie9,0.3305
20260129_010825,3.6900,crazyflie4,0.3588
20260129_010825,3.6948,crazyflie6,0.3310
20260129_010825,3.7001,crazyflie5,0.3303
20260129_010825,3.7005,crazyflie7,0.3320
20260129_010825,3.7007,crazyflie8,0.3335
20260129_010825,3.7085,crazyflie,0.5023
20260129_010825,3.7087,crazyflie2,0.5037
20260129_010825,3.7088,crazyflie3,0.5582
20260129_010825,3.7089,crazyflie10,0.3294
20260129_010825,3.7105,crazyflie9,0.3304
20260129_010825,3.7128,crazyflie4,0.3587
20260129_010825,3.7175,crazyflie6,0.3309
20260129_010825,3.7221,crazyflie5,0.3303
20260129_010825,3.7222,crazyflie8,0.3335
20260129_010825,3.7228,crazyflie7,0.3319
20260129_010825,3.7303,crazyflie2,0.5027
20260129_010825,3.7307,crazyflie3,0.5582
20260129_010825,3.7309,crazyflie10,0.3294
20260129_010825,3.7315,crazyflie,0.5023
20260129_010825,3.7324,crazyflie9,0.3303
20260129_010825,3.7343,crazyflie4,0.3586
20260129_010825,3.7392,crazyflie6,0.3309
20260129_010825,3.7452,crazyflie5,0.3303
20260129_010825,3.7454,crazyflie7,0.3318
20260129_010825,3.7456,crazyflie8,0.3333
20260129_010825,3.7524,crazyflie,0.5022
20260129_010825,3.7525,crazyflie2,0.5017
20260129_010825,3.7526,crazyflie10,0.3293
20260129_010825,3.7530,crazyflie3,0.5581
20260129_010825,3.7550,crazyflie9,0.3303
20260129_010825,3.7568,crazyflie4,0.3586
20260129_010825,3.7612,crazyflie6,0.3308
20260129_010825,3.7663,crazyflie5,0.3302
20260129_010825,3.7665,crazyflie8,0.3333
20260129_010825,3.7669,crazyflie7,0.3318
20260129_010825,3.7739,crazyflie,0.5022
20260129_010825,3.7741,crazyflie2,0.4983
20260129_010825,3.7742,crazyflie10,0.3292
20260129_010825,3.7747,crazyflie3,0.5581
20260129_010825,3.7764,crazyflie9,0.3303
20260129_010825,3.7784,crazyflie4,0.3586
20260129_010825,3.7826,crazyflie6,0.3308
20260129_010825,3.7878,crazyflie7,0.3317
20260129_010825,3.7879,crazyflie8,0.3332
20260129_010825,3.7882,crazyflie5,0.3302
20260129_010825,3.7954,crazyflie,0.5025
20260129_010825,3.7956,crazyflie3,0.5588
20260129_010825,3.7956,crazyflie10,0.3291
20260129_010825,3.7960,crazyflie2,0.4924
20260129_010825,3.7977,crazyflie9,0.3302
20260129_010825,3.7996,crazyflie4,0.3585
20260129_010825,3.8050,crazyflie6,0.3308
20260129_010825,3.8101,crazyflie5,0.3301
20260129_010825,3.8103,crazyflie7,0.3317
20260129_010825,3.8105,crazyflie8,0.3332
20260129_010825,3.8175,crazyflie,0.5027
20260129_010825,3.8179,crazyflie3,0.5591
20260129_010825,3.8181,crazyflie10,0.3291
20260129_010825,3.8187,crazyflie2,0.4855
20260129_010825,3.8204,crazyflie9,0.3301
20260129_010825,3.8222,crazyflie4,0.3584
20260129_010825,3.8265,crazyflie6,0.3307
20260129_010825,3.8315,crazyflie5,0.3301
20260129_010825,3.8317,crazyflie7,0.3316
20260129_010825,3.8318,crazyflie8,0.3331
20260129_010825,3.8392,crazyflie3,0.5592
20260129_010825,3.8394,crazyflie10,0.3291
20260129_010825,3.8398,crazyflie,0.5027
20260129_010825,3.8400,crazyflie2,0.4792
20260129_010825,3.8409,crazyflie9,0.3300
20260129_010825,3.8442,crazyflie4,0.3583
20260129_010825,3.8478,crazyflie6,0.3306
20260129_010825,3.8533,crazyflie5,0.3300
20260129_010825,3.8535,crazyflie7,0.3316
20260129_010825,3.8536,crazyflie8,0.3330
20260129_010825,3.8608,crazyflie,0.5026
20260129_010825,3.8611,crazyflie2,0.4729
20260129_010825,3.8612,crazyflie3,0.5589
20260129_010825,3.8613,crazyflie10,0.3290
20260129_010825,3.8627,crazyflie9,0.3300
20260129_010825,3.8647,crazyflie4,0.3583
20260129_010825,3.8694,crazyflie6,0.3306
20260129_010825,3.8744,crazyflie7,0.3315
20260129_010825,3.8749,crazyflie8,0.3330
20260129_010825,3.8754,crazyflie5,0.3300
20260129_010825,3.8829,crazyflie,0.5027
20260129_010825,3.8831,crazyflie2,0.4643
20260129_010825,3.8832,crazyflie10,0.3289
20260129_010825,3.8836,crazyflie3,0.5590
20260129_010825,3.8853,crazyflie9,0.3299
20260129_010825,3.8868,crazyflie4,0.3583
20260129_010825,3.8920,crazyflie6,0.3306
20260129_010825,3.8966,crazyflie5,0.3299
20260129_010825,3.8968,crazyflie7,0.3315
20260129_010825,3.8969,crazyflie8,0.3329
20260129_010825,3.9048,crazyflie,0.5028
20260129_010825,3.9054,crazyflie2,0.4552
20260129_010825,3.9056,crazyflie3,0.5594
20260129_010825,3.9058,crazyflie10,0.3289
20260129_010825,3.9071,crazyflie9,0.3298
20260129_010825,3.9102,crazyflie4,0.3582
20260129_010825,3.9144,crazyflie6,0.3305
20260129_010825,3.9197,crazyflie5,0.3299
20260129_010825,3.9199,crazyflie7,0.3314
20260129_010825,3.9200,crazyflie8,0.3329
20260129_010825,3.9283,crazyflie,0.5027
20260129_010825,3.9286,crazyflie2,0.4468
20260129_010825,3.9288,crazyflie10,0.3289
20260129_010825,3.9293,crazyflie3,0.5592
20260129_010825,3.9299,crazyflie9,0.3297
20260129_010825,3.9320,crazyflie4,0.3581
20260129_010825,3.9375,crazyflie6,0.3305
20260129_010825,3.9428,crazyflie5,0.3298
20260129_010825,3.9430,crazyflie7,0.3313
20260129_010825,3.9431,crazyflie8,0.3328
20260129_010825,3.9503,crazyflie3,0.5590
20260129_010825,3.9510,crazyflie,0.5026
20260129_010825,3.9511,crazyflie2,0.4395
20260129_010825,3.9511,crazyflie10,0.3288
20260129_010825,3.9527,crazyflie9,0.3297
20260129_010825,3.9546,crazyflie4,0.3581
20260129_010825,3.9593,crazyflie6,0.3304
20260129_010825,3.9645,crazyflie8,0.3327
20260129_010825,3.9649,crazyflie5,0.3298
20260129_010825,3.9650,crazyflie7,0.3313
20260129_010825,3.9724,crazyflie2,0.4308
20260129_010825,3.9726,crazyflie3,0.5588
20260129_010825,3.9727,crazyflie10,0.3287
20260129_010825,3.9735,crazyflie,0.5025
20260129_010825,3.9751,crazyflie9,0.3297
20260129_010825,3.9775,crazyflie4,0.3581
20260129_010825,3.9812,crazyflie6,0.3304
20260129_010825,3.9871,crazyflie5,0.3298
20260129_010825,3.9873,crazyflie7,0.3313
20260129_010825,3.9875,crazyflie8,0.3327
20260129_010825,3.9943,crazyflie2,0.4205
20260129_010825,3.9945,crazyflie3,0.5595
20260129_010825,3.9946,crazyflie10,0.3286
20260129_010825,3.9949,crazyflie,0.5027
20260129_010825,3.9965,crazyflie9,0.3296
20260129_010825,3.9989,crazyflie4,0.3580
20260129_010825,4.0037,crazyflie6,0.3304
20260129_010825,4.0090,crazyflie5,0.3297
20260129_010825,4.0094,crazyflie7,0.3312
20260129_010825,4.0095,crazyflie8,0.3326
20260129_010825,4.0168,crazyflie3,0.5598
20260129_010825,4.0171,crazyflie10,0.3286
