maneuver_id,time_since_start,drone_name,velocity_magnitude
20260129_010825,46.0115,crazyflie2,0.0000
20260129_010825,46.0116,crazyflie3,0.0000
20260129_010825,46.0118,crazyflie10,0.2230
20260129_010825,46.0135,crazyflie9,0.0600
20260129_010825,46.0159,crazyflie4,0.2358
20260129_010825,46.0202,crazyflie6,0.2400
20260129_010825,46.0264,crazyflie5,0.2393
20260129_010825,46.0266,crazyflie7,0.2243
20260129_010825,46.0267,crazyflie8,0.1684
20260129_010825,46.0339,crazyflie,0.0000
20260129_010825,46.0341,crazyflie2,0.0000
20260129_010825,46.0343,crazyflie3,0.0000
20260129_010825,46.0344,crazyflie10,0.2230
20260129_010825,46.0359,crazyflie9,0.0599
20260129_010825,46.0385,crazyflie4,0.2361
20260129_010825,46.0434,crazyflie6,0.2404
20260129_010825,46.0488,crazyflie5,0.2392
20260129_010825,46.0489,crazyflie7,0.2241
20260129_010825,46.0490,crazyflie8,0.1639
20260129_010825,46.0553,crazyflie,0.0000
20260129_010825,46.0554,crazyflie2,0.0000
20260129_010825,46.0555,crazyflie10,0.2229
20260129_010825,46.0559,crazyflie3,0.0000
20260129_010825,46.0582,crazyflie9,0.0596
20260129_010825,46.0599,crazyflie4,0.2362
20260129_010825,46.0641,crazyflie6,0.2405
20260129_010825,46.0698,crazyflie5,0.2390
20260129_010825,46.0700,crazyflie7,0.2239
20260129_010825,46.0700,crazyflie8,0.1636
20260129_010825,46.0773,crazyflie,0.0000
20260129_010825,46.0775,crazyflie3,0.0000
20260129_010825,46.0780,crazyflie2,0.0000
20260129_010825,46.0782,crazyflie10,0.2227
20260129_010825,46.0792,crazyflie9,0.0603
20260129_010825,46.0819,crazyflie4,0.2366
20260129_010825,46.0853,crazyflie6,0.2406
20260129_010825,46.0918,crazyflie5,0.2391
20260129_010825,46.0919,crazyflie7,0.2238
20260129_010825,46.0919,crazyflie8,0.1637
20260129_010825,46.0987,crazyflie,0.0000
20260129_010825,46.0989,crazyflie2,0.0000
20260129_010825,46.0989,crazyflie3,0.0000
20260129_010825,46.0990,crazyflie10,0.2227
20260129_010825,46.1011,crazyflie9,0.0584
20260129_010825,46.1029,crazyflie4,0.2362
20260129_010825,46.1078,crazyflie6,0.2405
20260129_010825,46.1130,crazyflie5,0.2393
20260129_010825,46.1134,crazyflie7,0.2238
20260129_010825,46.1136,crazyflie8,0.1665
20260129_010825,46.1211,crazyflie,0.0000
20260129_010825,46.1216,crazyflie2,0.0000
20260129_010825,46.1220,crazyflie3,0.0000
20260129_010825,46.1224,crazyflie10,0.2228
20260129_010825,46.1246,crazyflie9,0.0572
20260129_010825,46.1278,crazyflie4,0.2356
20260129_010825,46.1326,crazyflie6,0.2401
20260129_010825,46.1370,crazyflie5,0.2393
20260129_010825,46.1372,crazyflie7,0.2241
20260129_010825,46.1374,crazyflie8,0.1612
20260129_010825,46.1443,crazyflie,0.0000
20260129_010825,46.1444,crazyflie3,0.0000
20260129_010825,46.1447,crazyflie2,0.0000
20260129_010825,46.1448,crazyflie10,0.2227
20260129_010825,46.1463,crazyflie9,0.0571
20260129_010825,46.1493,crazyflie4,0.2355
20260129_010825,46.1527,crazyflie6,0.2400
20260129_010825,46.1590,crazyflie5,0.2395
20260129_010825,46.1592,crazyflie7,0.2242
20260129_010825,46.1593,crazyflie8,0.1584
20260129_010825,46.1663,crazyflie,0.0000
20260129_010825,46.1665,crazyflie2,0.0000
20260129_010825,46.1667,crazyflie10,0.2227
20260129_010825,46.1671,crazyflie3,0.0000
20260129_010825,46.1679,crazyflie9,0.0571
20260129_010825,46.1705,crazyflie4,0.2353
20260129_010825,46.1748,crazyflie6,0.2398
20260129_010825,46.1804,crazyflie5,0.2395
20260129_010825,46.1806,crazyflie7,0.2244
20260129_010825,46.1806,crazyflie8,0.1590
20260129_010825,46.1879,crazyflie,0.0000
20260129_010825,46.1880,crazyflie3,0.0000
20260129_010825,46.1881,crazyflie10,0.2228
20260129_010825,46.1887,crazyflie2,0.0000
20260129_010825,46.1901,crazyflie9,0.0567
20260129_010825,46.1920,crazyflie4,0.2352
20260129_010825,46.1965,crazyflie6,0.2398
20260129_010825,46.2020,crazyflie5,0.2391
20260129_010825,46.2021,crazyflie7,0.2243
20260129_010825,46.2022,crazyflie8,0.1604
20260129_010825,46.2097,crazyflie2,0.0000
20260129_010825,46.2099,crazyflie3,0.0000
20260129_010825,46.2101,crazyflie10,0.2229
20260129_010825,46.2105,crazyflie,0.0000
20260129_010825,46.2117,crazyflie9,0.0550
20260129_010825,46.2133,crazyflie4,0.2352
20260129_010825,46.2178,crazyflie6,0.2398
20260129_010825,46.2229,crazyflie5,0.2390
20260129_010825,46.2231,crazyflie7,0.2238
20260129_010825,46.2233,crazyflie8,0.1592
20260129_010825,46.2310,crazyflie,0.0000
20260129_010825,46.2312,crazyflie3,0.0000
20260129_010825,46.2317,crazyflie2,0.0000
20260129_010825,46.2318,crazyflie10,0.2229
20260129_010825,46.2335,crazyflie9,0.0547
20260129_010825,46.2358,crazyflie4,0.2353
20260129_010825,46.2400,crazyflie6,0.2400
20260129_010825,46.2457,crazyflie5,0.2388
20260129_010825,46.2459,crazyflie7,0.2237
20260129_010825,46.2461,crazyflie8,0.1537
20260129_010825,46.2533,crazyflie,0.0000
20260129_010825,46.2536,crazyflie2,0.0000
20260129_010825,46.2537,crazyflie3,0.0000
20260129_010825,46.2543,crazyflie10,0.2227
20260129_010825,46.2551,crazyflie9,0.0544
20260129_010825,46.2572,crazyflie4,0.2353
20260129_010825,46.2627,crazyflie6,0.2401
20260129_010825,46.2682,crazyflie5,0.2387
20260129_010825,46.2684,crazyflie7,0.2235
20260129_010825,46.2685,crazyflie8,0.1534
20260129_010825,46.2760,crazyflie,0.0000
20260129_010825,46.2763,crazyflie2,0.0000
20260129_010825,46.2764,crazyflie3,0.0000
20260129_010825,46.2765,crazyflie10,0.2225
20260129_010825,46.2778,crazyflie9,0.0553
20260129_010825,46.2797,crazyflie4,0.2353
20260129_010825,46.2843,crazyflie6,0.2402
20260129_010825,46.2898,crazyflie5,0.2388
20260129_010825,46.2902,crazyflie7,0.2235
20260129_010825,46.2904,crazyflie8,0.1528
20260129_010825,46.2974,crazyflie3,0.0000
20260129_010825,46.2975,crazyflie10,0.2225
20260129_010825,46.2979,crazyflie,0.0000
20260129_010825,46.2981,crazyflie2,0.0000
20260129_010825,46.3001,crazyflie9,0.0537
20260129_010825,46.3018,crazyflie4,0.2354
20260129_010825,46.3064,crazyflie6,0.2402
20260129_010825,46.3126,crazyflie5,0.2390
20260129_010825,46.3128,crazyflie7,0.2233
20260129_010825,46.3130,crazyflie8,0.1541
20260129_010825,46.3204,crazyflie,0.0000
20260129_010825,46.3206,crazyflie2,0.0000
20260129_010825,46.3208,crazyflie10,0.2226
20260129_010825,46.3212,crazyflie3,0.0000
20260129_010825,46.3224,crazyflie9,0.0523
20260129_010825,46.3243,crazyflie4,0.2356
20260129_010825,46.3291,crazyflie6,0.2401
20260129_010825,46.3351,crazyflie5,0.2390
20260129_010825,46.3352,crazyflie7,0.2232
20260129_010825,46.3353,crazyflie8,0.1505
20260129_010825,46.3425,crazyflie,0.0000
20260129_010825,46.3426,crazyflie2,0.0000
20260129_010825,46.3428,crazyflie10,0.2225
20260129_010825,46.3432,crazyflie3,0.0000
20260129_010825,46.3439,crazyflie9,0.0523
20260129_010825,46.3458,crazyflie4,0.2357
20260129_010825,46.3507,crazyflie6,0.2401
20260129_010825,46.3555,crazyflie5,0.2392
20260129_010825,46.3556,crazyflie7,0.2232
20260129_010825,46.3556,crazyflie8,0.1477
20260129_010825,46.3629,crazyflie,0.0000
20260129_010825,46.3630,crazyflie2,0.0000
20260129_010825,46.3631,crazyflie3,0.0000
20260129_010825,46.3632,crazyflie10,0.2225
20260129_010825,46.3651,crazyflie9,0.0522
20260129_010825,46.3673,crazyflie4,0.2358
20260129_010825,46.3715,crazyflie6,0.2400
20260129_010825,46.3769,crazyflie5,0.2392
20260129_010825,46.3770,crazyflie7,0.2233
20260129_010825,46.3771,crazyflie8,0.1478
20260129_010825,46.3847,crazyflie,0.0000
20260129_010825,46.3849,crazyflie2,0.0000
20260129_010825,46.3850,crazyflie3,0.0000
20260129_010825,46.3851,crazyflie10,0.2226
20260129_010825,46.3865,crazyflie9,0.0521
20260129_010825,46.3886,crazyflie4,0.2360
20260129_010825,46.3937,crazyflie6,0.2400
20260129_010825,46.3997,crazyflie5,0.2388
20260129_010825,46.3998,crazyflie7,0.2233
20260129_010825,46.3999,crazyflie8,0.1491
20260129_010825,46.4071,crazyflie,0.0000
20260129_010825,46.4072,crazyflie2,0.0000
20260129_010825,46.4073,crazyflie3,0.0000
20260129_010825,46.4074,crazyflie10,0.2227
20260129_010825,46.4093,crazyflie9,0.0506
20260129_010825,46.4114,crazyflie4,0.2353
20260129_010825,46.4180,crazyflie6,0.2400
20260129_010825,46.4234,crazyflie7,0.2230
20260129_010825,46.4238,crazyflie8,0.1496
20260129_010825,46.4249,crazyflie5,0.2387
20260129_010825,46.4325,crazyflie,0.0000
20260129_010825,46.4327,crazyflie2,0.0000
20260129_010825,46.4329,crazyflie3,0.0000
20260129_010825,46.4336,crazyflie10,0.2229
20260129_010825,46.4354,crazyflie9,0.0501
20260129_010825,46.4369,crazyflie4,0.2349
20260129_010825,46.4412,crazyflie6,0.2401
20260129_010825,46.4471,crazyflie5,0.2386
20260129_010825,46.4474,crazyflie7,0.2231
20260129_010825,46.4475,crazyflie8,0.1440
20260129_010825,46.4539,crazyflie,0.0000
20260129_010825,46.4541,crazyflie2,0.0000
20260129_010825,46.4541,crazyflie3,0.0000
20260129_010825,46.4542,crazyflie10,0.2227
20260129_010825,46.4563,crazyflie9,0.0500
20260129_010825,46.4596,crazyflie4,0.2348
20260129_010825,46.4632,crazyflie6,0.2401
20260129_010825,46.4691,crazyflie5,0.2384
20260129_010825,46.4692,crazyflie7,0.2231
20260129_010825,46.4693,crazyflie8,0.1435
20260129_010825,46.4770,crazyflie2,0.0000
20260129_010825,46.4771,crazyflie3,0.0000
20260129_010825,46.4772,crazyflie10,0.2225
20260129_010825,46.4775,crazyflie,0.0000
20260129_010825,46.4784,crazyflie9,0.0508
20260129_010825,46.4802,crazyflie4,0.2345
20260129_010825,46.4847,crazyflie6,0.2401
20260129_010825,46.4905,crazyflie5,0.2385
20260129_010825,46.4907,crazyflie7,0.2231
20260129_010825,46.4908,crazyflie8,0.1437
20260129_010825,46.4977,crazyflie,0.0000
20260129_010825,46.4979,crazyflie2,0.0000
20260129_010825,46.4981,crazyflie3,0.0000
20260129_010825,46.4982,crazyflie10,0.2226
20260129_010825,46.5005,crazyflie9,0.0491
20260129_010825,46.5019,crazyflie4,0.2346
20260129_010825,46.5065,crazyflie6,0.2401
20260129_010825,46.5115,crazyflie8,0.1446
20260129_010825,46.5124,crazyflie5,0.2387
20260129_010825,46.5127,crazyflie7,0.2228
20260129_010825,46.5214,crazyflie,0.0000
20260129_010825,46.5216,crazyflie3,0.0000
20260129_010825,46.5221,crazyflie2,0.0000
20260129_010825,46.5222,crazyflie10,0.2227
20260129_010825,46.5234,crazyflie9,0.0480
20260129_010825,46.5260,crazyflie4,0.2351
20260129_010825,46.5310,crazyflie6,0.2400
20260129_010825,46.5369,crazyflie5,0.2387
20260129_010825,46.5371,crazyflie7,0.2227
20260129_010825,46.5372,crazyflie8,0.1407
20260129_010825,46.5449,crazyflie,0.0000
20260129_010825,46.5451,crazyflie2,0.0000
20260129_010825,46.5451,crazyflie3,0.0000
20260129_010825,46.5454,crazyflie10,0.2225
20260129_010825,46.5467,crazyflie9,0.0479
20260129_010825,46.5489,crazyflie4,0.2352
20260129_010825,46.5532,crazyflie6,0.2400
20260129_010825,46.5584,crazyflie7,0.2226
20260129_010825,46.5588,crazyflie5,0.2389
20260129_010825,46.5590,crazyflie8,0.1386
20260129_010825,46.5661,crazyflie2,0.0000
20260129_010825,46.5663,crazyflie3,0.0000
20260129_010825,46.5667,crazyflie,0.0000
20260129_010825,46.5668,crazyflie10,0.2223
20260129_010825,46.5688,crazyflie9,0.0479
20260129_010825,46.5704,crazyflie4,0.2354
20260129_010825,46.5749,crazyflie6,0.2399
20260129_010825,46.5805,crazyflie5,0.2389
20260129_010825,46.5807,crazyflie7,0.2227
20260129_010825,46.5807,crazyflie8,0.1384
20260129_010825,46.5880,crazyflie,0.0000
20260129_010825,46.5887,crazyflie2,0.0000
20260129_010825,46.5888,crazyflie3,0.0000
20260129_010825,46.5890,crazyflie10,0.2222
20260129_010825,46.5904,crazyflie9,0.0476
20260129_010825,46.5933,crazyflie4,0.2357
20260129_010825,46.5974,crazyflie6,0.2400
20260129_010825,46.6032,crazyflie7,0.2227
20260129_010825,46.6034,crazyflie8,0.1406
20260129_010825,46.6036,crazyflie5,0.2385
20260129_010825,46.6104,crazyflie2,0.0000
20260129_010825,46.6106,crazyflie3,0.0000
20260129_010825,46.6108,crazyflie10,0.2223
20260129_010825,46.6112,crazyflie,0.0000
20260129_010825,46.6122,crazyflie9,0.0462
20260129_010825,46.6151,crazyflie4,0.2350
20260129_010825,46.6185,crazyflie6,0.2400
20260129_010825,46.6242,crazyflie5,0.2383
20260129_010825,46.6244,crazyflie7,0.2224
20260129_010825,46.6246,crazyflie8,0.1390
20260129_010825,46.6316,crazyflie,0.0000
20260129_010825,46.6317,crazyflie3,0.0000
20260129_010825,46.6320,crazyflie2,0.0000
20260129_010825,46.6321,crazyflie10,0.2223
20260129_010825,46.6340,crazyflie9,0.0458
20260129_010825,46.6355,crazyflie4,0.2346
20260129_010825,46.6399,crazyflie6,0.2401
20260129_010825,46.6462,crazyflie5,0.2382
20260129_010825,46.6464,crazyflie7,0.2225
20260129_010825,46.6464,crazyflie8,0.1342
20260129_010825,46.6532,crazyflie,0.0000
20260129_010825,46.6534,crazyflie3,0.0000
20260129_010825,46.6535,crazyflie10,0.2222
20260129_010825,46.6538,crazyflie2,0.0000
20260129_010825,46.6555,crazyflie9,0.0456
20260129_010825,46.6576,crazyflie4,0.2345
20260129_010825,46.6621,crazyflie6,0.2402
20260129_010825,46.6669,crazyflie5,0.2381
20260129_010825,46.6670,crazyflie8,0.1345
20260129_010825,46.6673,crazyflie7,0.2225
20260129_010825,46.6743,crazyflie,0.0000
20260129_010825,46.6745,crazyflie2,0.0000
20260129_010825,46.6746,crazyflie10,0.2221
20260129_010825,46.6750,crazyflie3,0.0000
20260129_010825,46.6766,crazyflie9,0.0464
20260129_010825,46.6791,crazyflie4,0.2341
20260129_010825,46.6831,crazyflie6,0.2402
20260129_010825,46.6890,crazyflie5,0.2382
20260129_010825,46.6891,crazyflie7,0.2225
20260129_010825,46.6892,crazyflie8,0.1336
20260129_010825,46.6964,crazyflie2,0.0000
20260129_010825,46.6966,crazyflie3,0.0000
20260129_010825,46.6967,crazyflie10,0.2222
20260129_010825,46.6971,crazyflie,0.0000
20260129_010825,46.6983,crazyflie9,0.0450
20260129_010825,46.7012,crazyflie4,0.2343
20260129_010825,46.7053,crazyflie6,0.2401
20260129_010825,46.7105,crazyflie5,0.2384
20260129_010825,46.7106,crazyflie7,0.2223
20260129_010825,46.7108,crazyflie8,0.1350
20260129_010825,46.7189,crazyflie,0.0000
20260129_010825,46.7191,crazyflie2,0.0000
20260129_010825,46.7192,crazyflie3,0.0000
20260129_010825,46.7192,crazyflie10,0.2224
20260129_010825,46.7214,crazyflie9,0.0438
20260129_010825,46.7234,crazyflie4,0.2347
20260129_010825,46.7274,crazyflie6,0.2400
20260129_010825,46.7325,crazyflie8,0.1323
20260129_010825,46.7330,crazyflie5,0.2385
20260129_010825,46.7331,crazyflie7,0.2222
20260129_010825,46.7400,crazyflie,0.0000
20260129_010825,46.7401,crazyflie2,0.0000
20260129_010825,46.7402,crazyflie3,0.0000
20260129_010825,46.7403,crazyflie10,0.2223
20260129_010825,46.7430,crazyflie9,0.0438
20260129_010825,46.7449,crazyflie4,0.2349
20260129_010825,46.7492,crazyflie6,0.2401
20260129_010825,46.7547,crazyflie7,0.2221
20260129_010825,46.7548,crazyflie8,0.1294
20260129_010825,46.7551,crazyflie5,0.2386
20260129_010825,46.7621,crazyflie2,0.0000
20260129_010825,46.7623,crazyflie3,0.0000
20260129_010825,46.7626,crazyflie,0.0000
20260129_010825,46.7626,crazyflie10,0.2223
20260129_010825,46.7640,crazyflie9,0.0436
20260129_010825,46.7669,crazyflie4,0.2351
20260129_010825,46.7703,crazyflie6,0.2400
20260129_010825,46.7765,crazyflie5,0.2387
20260129_010825,46.7768,crazyflie7,0.2221
20260129_010825,46.7769,crazyflie8,0.1295
20260129_010825,46.7838,crazyflie2,0.0000
20260129_010825,46.7840,crazyflie3,0.0000
20260129_010825,46.7842,crazyflie10,0.2223
20260129_010825,46.7846,crazyflie,0.0000
20260129_010825,46.7859,crazyflie9,0.0436
20260129_010825,46.7876,crazyflie4,0.2354
20260129_010825,46.7923,crazyflie6,0.2400
20260129_010825,46.7972,crazyflie5,0.2383
20260129_010825,46.7974,crazyflie7,0.2222
20260129_010825,46.7975,crazyflie8,0.1308
20260129_010825,46.8050,crazyflie,0.0000
20260129_010825,46.8051,crazyflie10,0.2225
20260129_010825,46.8053,crazyflie2,0.0000
20260129_010825,46.8054,crazyflie3,0.0000
20260129_010825,46.8074,crazyflie9,0.0423
20260129_010825,46.8090,crazyflie4,0.2347
20260129_010825,46.8152,crazyflie6,0.2400
20260129_010825,46.8213,crazyflie5,0.2381
20260129_010825,46.8215,crazyflie7,0.2219
20260129_010825,46.8216,crazyflie8,0.1310
20260129_010825,46.8287,crazyflie2,0.0000
20260129_010825,46.8289,crazyflie3,0.0000
20260129_010825,46.8290,crazyflie10,0.2226
20260129_010825,46.8293,crazyflie,0.0000
20260129_010825,46.8309,crazyflie9,0.0418
20260129_010825,46.8330,crazyflie4,0.2343
20260129_010825,46.8375,crazyflie6,0.2401
20260129_010825,46.8434,crazyflie5,0.2380
20260129_010825,46.8437,crazyflie7,0.2219
20260129_010825,46.8438,crazyflie8,0.1261
20260129_010825,46.8513,crazyflie,0.0000
20260129_010825,46.8515,crazyflie3,0.0000
20260129_010825,46.8517,crazyflie10,0.2224
20260129_010825,46.8522,crazyflie2,0.0000
20260129_010825,46.8534,crazyflie9,0.0416
20260129_010825,46.8557,crazyflie4,0.2342
20260129_010825,46.8606,crazyflie6,0.2402
20260129_010825,46.8664,crazyflie5,0.2379
20260129_010825,46.8665,crazyflie7,0.2219
20260129_010825,46.8666,crazyflie8,0.1256
20260129_010825,46.8736,crazyflie,0.0000
20260129_010825,46.8738,crazyflie3,0.0000
20260129_010825,46.8739,crazyflie10,0.2222
20260129_010825,46.8744,crazyflie2,0.0000
20260129_010825,46.8760,crazyflie9,0.0423
20260129_010825,46.8775,crazyflie4,0.2338
20260129_010825,46.8822,crazyflie6,0.2402
20260129_010825,46.8882,crazyflie5,0.2379
20260129_010825,46.8884,crazyflie7,0.2221
20260129_010825,46.8886,crazyflie8,0.1253
20260129_010825,46.8954,crazyflie,0.0000
20260129_010825,46.8955,crazyflie2,0.0000
20260129_010825,46.8956,crazyflie3,0.0000
20260129_010825,46.8957,crazyflie10,0.2223
20260129_010825,46.8969,crazyflie9,0.0412
20260129_010825,46.8992,crazyflie4,0.2339
20260129_010825,46.9039,crazyflie6,0.2402
20260129_010825,46.9088,crazyflie5,0.2379
20260129_010825,46.9090,crazyflie7,0.2218
20260129_010825,46.9092,crazyflie8,0.1263
20260129_010825,46.9163,crazyflie,0.0000
20260129_010825,46.9167,crazyflie2,0.0000
20260129_010825,46.9168,crazyflie3,0.0000
20260129_010825,46.9170,crazyflie10,0.2223
20260129_010825,46.9189,crazyflie9,0.0400
20260129_010825,46.9227,crazyflie4,0.2343
20260129_010825,46.9269,crazyflie6,0.2403
20260129_010825,46.9320,crazyflie7,0.2213
20260129_010825,46.9321,crazyflie8,0.1238
20260129_010825,46.9325,crazyflie5,0.2379
20260129_010825,46.9400,crazyflie,0.0000
20260129_010825,46.9401,crazyflie3,0.0000
20260129_010825,46.9402,crazyflie10,0.2222
20260129_010825,46.9407,crazyflie2,0.0000
20260129_010825,46.9421,crazyflie9,0.0399
20260129_010825,46.9435,crazyflie4,0.2345
20260129_010825,46.9481,crazyflie6,0.2405
20260129_010825,46.9537,crazyflie5,0.2379
20260129_010825,46.9541,crazyflie7,0.2212
20260129_010825,46.9543,crazyflie8,0.1211
20260129_010825,46.9613,crazyflie,0.0000
20260129_010825,46.9614,crazyflie2,0.0000
20260129_010825,46.9615,crazyflie3,0.0000
20260129_010825,46.9616,crazyflie10,0.2220
20260129_010825,46.9639,crazyflie9,0.0398
20260129_010825,46.9660,crazyflie4,0.2346
20260129_010825,46.9710,crazyflie6,0.2405
20260129_010825,46.9759,crazyflie7,0.2210
20260129_010825,46.9760,crazyflie8,0.1211
20260129_010825,46.9763,crazyflie5,0.2379
20260129_010825,46.9837,crazyflie,0.0000
20260129_010825,46.9839,crazyflie2,0.0000
20260129_010825,46.9840,crazyflie3,0.0000
20260129_010825,46.9841,crazyflie10,0.2219
20260129_010825,46.9852,crazyflie9,0.0398
20260129_010825,46.9877,crazyflie4,0.2350
20260129_010825,46.9917,crazyflie6,0.2405
20260129_010825,46.9974,crazyflie5,0.2378
20260129_010825,46.9976,crazyflie7,0.2210
20260129_010825,46.9977,crazyflie8,0.1219
20260129_010825,47.0042,crazyflie,0.0000
20260129_010825,47.0044,crazyflie2,0.0000
20260129_010825,47.0046,crazyflie10,0.2219
20260129_010825,47.0051,crazyflie3,0.0000
20260129_010825,47.0066,crazyflie9,0.0386
20260129_010825,47.0088,crazyflie4,0.2345
20260129_010825,47.0133,crazyflie6,0.2403
20260129_010825,47.0188,crazyflie5,0.2378
20260129_010825,47.0191,crazyflie7,0.2212
20260129_010825,47.0194,crazyflie8,0.1226
20260129_010825,47.0270,crazyflie2,0.0000
20260129_010825,47.0276,crazyflie,0.0000
20260129_010825,47.0278,crazyflie3,0.0000
20260129_010825,47.0279,crazyflie10,0.2221
20260129_010825,47.0304,crazyflie9,0.0381
20260129_010825,47.0321,crazyflie4,0.2340
20260129_010825,47.0363,crazyflie6,0.2400
20260129_010825,47.0427,crazyflie5,0.2377
20260129_010825,47.0429,crazyflie7,0.2215
20260129_010825,47.0430,crazyflie8,0.1179
20260129_010825,47.0499,crazyflie,0.0000
20260129_010825,47.0502,crazyflie2,0.0000
20260129_010825,47.0503,crazyflie3,0.0000
20260129_010825,47.0505,crazyflie10,0.2220
20260129_010825,47.0521,crazyflie9,0.0379
20260129_010825,47.0544,crazyflie4,0.2339
20260129_010825,47.0588,crazyflie6,0.2399
20260129_010825,47.0640,crazyflie5,0.2377
20260129_010825,47.0642,crazyflie7,0.2216
20260129_010825,47.0644,crazyflie8,0.1173
20260129_010825,47.0716,crazyflie,0.0000
20260129_010825,47.0718,crazyflie3,0.0000
20260129_010825,47.0720,crazyflie10,0.2219
20260129_010825,47.0724,crazyflie2,0.0000
20260129_010825,47.0737,crazyflie9,0.0386
20260129_010825,47.0758,crazyflie4,0.2335
20260129_010825,47.0799,crazyflie6,0.2398
20260129_010825,47.0857,crazyflie5,0.2377
20260129_010825,47.0860,crazyflie7,0.2220
20260129_010825,47.0861,crazyflie8,0.1169
20260129_010825,47.0935,crazyflie,0.0000
20260129_010825,47.0937,crazyflie2,0.0000
20260129_010825,47.0939,crazyflie3,0.0000
20260129_010825,47.0940,crazyflie10,0.2221
20260129_010825,47.0956,crazyflie9,0.0376
20260129_010825,47.0971,crazyflie4,0.2335
20260129_010825,47.1023,crazyflie6,0.2398
20260129_010825,47.1070,crazyflie5,0.2376
20260129_010825,47.1072,crazyflie7,0.2217
20260129_010825,47.1072,crazyflie8,0.1179
20260129_010825,47.1151,crazyflie,0.0000
20260129_010825,47.1156,crazyflie2,0.0000
20260129_010825,47.1158,crazyflie3,0.0000
20260129_010825,47.1160,crazyflie10,0.2222
20260129_010825,47.1182,crazyflie9,0.0364
20260129_010825,47.1221,crazyflie4,0.2339
20260129_010825,47.1270,crazyflie6,0.2401
20260129_010825,47.1334,crazyflie5,0.2377
20260129_010825,47.1336,crazyflie7,0.2210
20260129_010825,47.1337,crazyflie8,0.1160
20260129_010825,47.1408,crazyflie,0.0000
20260129_010825,47.1410,crazyflie2,0.0000
20260129_010825,47.1412,crazyflie3,0.0000
20260129_010825,47.1413,crazyflie10,0.2221
20260129_010825,47.1429,crazyflie9,0.0364
20260129_010825,47.1447,crazyflie4,0.2341
20260129_010825,47.1495,crazyflie6,0.2405
20260129_010825,47.1555,crazyflie5,0.2377
20260129_010825,47.1557,crazyflie7,0.2209
20260129_010825,47.1558,crazyflie8,0.1132
20260129_010825,47.1626,crazyflie,0.0000
20260129_010825,47.1628,crazyflie2,0.0000
20260129_010825,47.1629,crazyflie3,0.0000
20260129_010825,47.1630,crazyflie10,0.2219
20260129_010825,47.1647,crazyflie9,0.0363
20260129_010825,47.1671,crazyflie4,0.2343
20260129_010825,47.1717,crazyflie6,0.2406
20260129_010825,47.1764,crazyflie5,0.2376
20260129_010825,47.1765,crazyflie7,0.2206
20260129_010825,47.1765,crazyflie8,0.1131
20260129_010825,47.1842,crazyflie,0.0000
20260129_010825,47.1843,crazyflie10,0.2217
20260129_010825,47.1847,crazyflie2,0.0000
20260129_010825,47.1848,crazyflie3,0.0000
20260129_010825,47.1866,crazyflie9,0.0362
20260129_010825,47.1894,crazyflie4,0.2346
20260129_010825,47.1931,crazyflie6,0.2407
20260129_010825,47.1989,crazyflie5,0.2377
20260129_010825,47.1990,crazyflie7,0.2205
20260129_010825,47.1991,crazyflie8,0.1144
20260129_010825,47.2066,crazyflie,0.0000
20260129_010825,47.2068,crazyflie2,0.0000
20260129_010825,47.2070,crazyflie3,0.0000
20260129_010825,47.2071,crazyflie10,0.2218
20260129_010825,47.2087,crazyflie9,0.0351
20260129_010825,47.2115,crazyflie4,0.2339
20260129_010825,47.2158,crazyflie6,0.2404
20260129_010825,47.2207,crazyflie5,0.2378
20260129_010825,47.2209,crazyflie7,0.2206
20260129_010825,47.2210,crazyflie8,0.1143
20260129_010825,47.2279,crazyflie,0.0000
20260129_010825,47.2282,crazyflie3,0.0000
20260129_010825,47.2282,crazyflie10,0.2219
20260129_010825,47.2286,crazyflie2,0.0000
20260129_010825,47.2301,crazyflie9,0.0347
20260129_010825,47.2322,crazyflie4,0.2335
20260129_010825,47.2364,crazyflie6,0.2401
20260129_010825,47.2421,crazyflie5,0.2378
20260129_010825,47.2424,crazyflie7,0.2209
20260129_010825,47.2425,crazyflie8,0.1100
20260129_010825,47.2493,crazyflie,0.0000
20260129_010825,47.2495,crazyflie3,0.0000
20260129_010825,47.2496,crazyflie10,0.2217
20260129_010825,47.2499,crazyflie2,0.0000
20260129_010825,47.2505,crazyflie9,0.0345
20260129_010825,47.2530,crazyflie4,0.2334
20260129_010825,47.2576,crazyflie6,0.2399
20260129_010825,47.2622,crazyflie7,0.2210
20260129_010825,47.2623,crazyflie8,0.1096
20260129_010825,47.2626,crazyflie5,0.2379
20260129_010825,47.2695,crazyflie,0.0000
20260129_010825,47.2697,crazyflie3,0.0000
20260129_010825,47.2699,crazyflie10,0.2217
20260129_010825,47.2703,crazyflie2,0.0001
20260129_010825,47.2711,crazyflie9,0.0350
20260129_010825,47.2739,crazyflie4,0.2330
20260129_010825,47.2779,crazyflie6,0.2397
20260129_010825,47.2838,crazyflie8,0.1089
20260129_010825,47.2843,crazyflie5,0.2378
20260129_010825,47.2844,crazyflie7,0.2214
20260129_010825,47.2908,crazyflie,0.0000
20260129_010825,47.2910,crazyflie2,0.0000
20260129_010825,47.2911,crazyflie3,0.0000
20260129_010825,47.2916,crazyflie10,0.2220
20260129_010825,47.2928,crazyflie9,0.0342
